key,classname,name,status,time,message
channels.pjsip.rtp.asymmetric_rtp_codec::off,channels.pjsip.rtp.asymmetric_rtp_codec,off,pass,8.26,
channels.pjsip.rtp.asymmetric_rtp_codec::on,channels.pjsip.rtp.asymmetric_rtp_codec,on,pass,8.19,
channels.pjsip.rtp.rtp_keepalive::base,channels.pjsip.rtp.rtp_keepalive,base,pass,13.21,
channels.pjsip.rtp.rtp_keepalive::direct_media,channels.pjsip.rtp.rtp_keepalive,direct_media,pass,13.13,
channels.pjsip.rtp::bind_rtp_to_media_address,channels.pjsip.rtp,bind_rtp_to_media_address,pass,3.96,
channels.pjsip.rtp::timeout,channels.pjsip.rtp,timeout,pass,12.11,
channels.pjsip.rtp::timeout_hold,channels.pjsip.rtp,timeout_hold,pass,12.06,
channels.pjsip.rtp_ptime::non_transcode,channels.pjsip.rtp_ptime,non_transcode,skip,0.00,Failed dependency
channels.pjsip.rtp_ptime::transcode,channels.pjsip.rtp_ptime,transcode,skip,0.00,Failed dependency
channels.pjsip.sdp_offer_answer.attribute_passthrough::speex_h263_h264,channels.pjsip.sdp_offer_answer.attribute_passthrough,speex_h263_h264,pass,3.98,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio::accept,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio,accept,pass,3.99,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio::add,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio,add,pass,4.00,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio::decline,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio,decline,pass,4.08,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio::remove,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio,remove,pass,4.08,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.accept::bundled,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.accept,bundled,pass,4.03,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.accept::multiple_audio,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.accept,multiple_audio,pass,4.00,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.accept::multiple_video,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.accept,multiple_video,pass,4.04,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.decline::basic,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.decline,basic,pass,5.06,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.decline::multiple_audio,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.decline,multiple_audio,pass,3.98,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.decline::multiple_video,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video.decline,multiple_video,pass,4.02,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video_app::decline,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.audio_video_app,decline,pass,3.99,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video::accept,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video,accept,pass,3.98,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video::add,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video,add,pass,4.03,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video::decline,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video,decline,pass,4.03,
channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video::remove,channels.pjsip.sdp_offer_answer.incoming.nominal.multiple_media_stream.video,remove,pass,3.97,
channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.audio::avpf,channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.audio,avpf,pass,4.00,
channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.audio::basic,channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.audio,basic,pass,5.02,
channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.audio::packetization,channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.audio,packetization,pass,4.25,
channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.video::basic,channels.pjsip.sdp_offer_answer.incoming.nominal.single_media_stream.video,basic,pass,3.97,
channels.pjsip.sdp_offer_answer.incoming.off_nominal.multiple_media_stream.audio_video::codec_mismatch,channels.pjsip.sdp_offer_answer.incoming.off_nominal.multiple_media_stream.audio_video,codec_mismatch,pass,4.01,
channels.pjsip.sdp_offer_answer.incoming.off_nominal.multiple_media_stream.audio_video::hold_declined,channels.pjsip.sdp_offer_answer.incoming.off_nominal.multiple_media_stream.audio_video,hold_declined,pass,4.02,
channels.pjsip.sdp_offer_answer.incoming.off_nominal.multiple_media_stream.audio_video::initial_declined,channels.pjsip.sdp_offer_answer.incoming.off_nominal.multiple_media_stream.audio_video,initial_declined,pass,3.98,
channels.pjsip.sdp_offer_answer.incoming.off_nominal.single_media_stream.audio::avpf_mismatch,channels.pjsip.sdp_offer_answer.incoming.off_nominal.single_media_stream.audio,avpf_mismatch,pass,4.17,
channels.pjsip.sdp_offer_answer.incoming.off_nominal.single_media_stream.audio::codec_mismatch,channels.pjsip.sdp_offer_answer.incoming.off_nominal.single_media_stream.audio,codec_mismatch,pass,4.04,
channels.pjsip.sdp_offer_answer.incoming.off_nominal.single_media_stream.audio::initial_declined,channels.pjsip.sdp_offer_answer.incoming.off_nominal.single_media_stream.audio,initial_declined,pass,4.03,
channels.pjsip.sdp_offer_answer.media_offer::incoming_outgoing,channels.pjsip.sdp_offer_answer.media_offer,incoming_outgoing,pass,4.00,
channels.pjsip.sdp_offer_answer.media_offer::incoming_refresh,channels.pjsip.sdp_offer_answer.media_offer,incoming_refresh,pass,4.09,
channels.pjsip.sdp_offer_answer.media_offer::outgoing,channels.pjsip.sdp_offer_answer.media_offer,outgoing,pass,3.99,
channels.pjsip.sdp_offer_answer.webrtc::goog_remb,channels.pjsip.sdp_offer_answer.webrtc,goog_remb,pass,4.05,
channels.pjsip.secure_calling.calls.nominal.allow_wildcard_certs::cn,channels.pjsip.secure_calling.calls.nominal.allow_wildcard_certs,cn,pass,4.08,
channels.pjsip.secure_calling.calls.nominal.allow_wildcard_certs::san,channels.pjsip.secure_calling.calls.nominal.allow_wildcard_certs,san,pass,4.05,
channels.pjsip.secure_calling.calls.nominal::all_ciphers_verify_certs,channels.pjsip.secure_calling.calls.nominal,all_ciphers_verify_certs,pass,10.63,
channels.pjsip.secure_calling.calls.nominal::limited_ciphers_verify_certs,channels.pjsip.secure_calling.calls.nominal,limited_ciphers_verify_certs,pass,10.68,
channels.pjsip.secure_calling.calls.nominal::two_CAs_no_verify_certs,channels.pjsip.secure_calling.calls.nominal,two_CAs_no_verify_certs,pass,10.74,
channels.pjsip.secure_calling.calls.nominal::two_CAs_verify_certs,channels.pjsip.secure_calling.calls.nominal,two_CAs_verify_certs,pass,10.69,
channels.pjsip.secure_calling.calls.off_nominal::dtls_verify_failure,channels.pjsip.secure_calling.calls.off_nominal,dtls_verify_failure,pass,4.08,
channels.pjsip.secure_calling.calls.off_nominal::no_dtls_ciphers_in_common,channels.pjsip.secure_calling.calls.off_nominal,no_dtls_ciphers_in_common,pass,4.12,
channels.pjsip.secure_calling.calls.off_nominal::no_sips_ciphers_in_common,channels.pjsip.secure_calling.calls.off_nominal,no_sips_ciphers_in_common,pass,4.12,
channels.pjsip.secure_calling.calls.off_nominal::sips_verify_failure,channels.pjsip.secure_calling.calls.off_nominal,sips_verify_failure,pass,4.05,
channels.pjsip.secure_calling.optimistic_srtp::mandatory_with_optimistic_offer,channels.pjsip.secure_calling.optimistic_srtp,mandatory_with_optimistic_offer,pass,4.10,
channels.pjsip.secure_calling.optimistic_srtp::optimistic_with_mandatory_offer,channels.pjsip.secure_calling.optimistic_srtp,optimistic_with_mandatory_offer,pass,3.97,
channels.pjsip.secure_calling.optimistic_srtp::optimistic_with_no_crypto,channels.pjsip.secure_calling.optimistic_srtp,optimistic_with_no_crypto,pass,3.99,
channels.pjsip.secure_calling.optimistic_srtp::optimistic_with_optimistic_offer,channels.pjsip.secure_calling.optimistic_srtp,optimistic_with_optimistic_offer,pass,4.03,
channels.pjsip.secure_calling::srtp_negotiation,channels.pjsip.secure_calling,srtp_negotiation,pass,5.01,
channels.pjsip.secure_calling::srtp_not_loaded,channels.pjsip.secure_calling,srtp_not_loaded,pass,3.98,
channels.pjsip.session_timers::session_timer_minse,channels.pjsip.session_timers,session_timer_minse,pass,4.03,
channels.pjsip.statsd::contacts,channels.pjsip.statsd,contacts,pass,4.04,
channels.pjsip.statsd::registrations,channels.pjsip.statsd,registrations,pass,38.59,
channels.pjsip.stir_shaken::stir_shaken_acl_fail,channels.pjsip.stir_shaken,stir_shaken_acl_fail,pass,5.02,
channels.pjsip.stir_shaken::stir_shaken_anon_callerid,channels.pjsip.stir_shaken,stir_shaken_anon_callerid,pass,4.17,
channels.pjsip.stir_shaken::stir_shaken_exp_ca,channels.pjsip.stir_shaken,stir_shaken_exp_ca,pass,4.79,
channels.pjsip.stir_shaken::stir_shaken_fail_return_reason,channels.pjsip.stir_shaken,stir_shaken_fail_return_reason,pass,4.22,
channels.pjsip.stir_shaken::stir_shaken_no_identity,channels.pjsip.stir_shaken,stir_shaken_no_identity,pass,4.78,
channels.pjsip.stir_shaken::stir_shaken_sig_fail,channels.pjsip.stir_shaken,stir_shaken_sig_fail,pass,5.25,
channels.pjsip.stir_shaken::stir_shaken_success,channels.pjsip.stir_shaken,stir_shaken_success,pass,5.18,
channels.pjsip.stir_shaken::stir_shaken_success_unknown_tn,channels.pjsip.stir_shaken,stir_shaken_success_unknown_tn,pass,5.26,
channels.pjsip.stir_shaken::stir_shaken_tn_mismatch,channels.pjsip.stir_shaken,stir_shaken_tn_mismatch,pass,5.27,
channels.pjsip.subscriptions.mwi.solicited.replaced_by_unsolicited::aggregate,channels.pjsip.subscriptions.mwi.solicited.replaced_by_unsolicited,aggregate,skip,0.00,See ASTERISK-28860
channels.pjsip.subscriptions.mwi.solicited.replaced_by_unsolicited::non_aggregate,channels.pjsip.subscriptions.mwi.solicited.replaced_by_unsolicited,non_aggregate,skip,0.00,See ASTERISK-28861
channels.pjsip.subscriptions.mwi.solicited.replaces_unsolicited::aggregate,channels.pjsip.subscriptions.mwi.solicited.replaces_unsolicited,aggregate,skip,0.00,See ASTERISK-28860
channels.pjsip.subscriptions.mwi.solicited.replaces_unsolicited::multiple_registers,channels.pjsip.subscriptions.mwi.solicited.replaces_unsolicited,multiple_registers,skip,0.00,See ASTERISK-28861
channels.pjsip.subscriptions.mwi.solicited.replaces_unsolicited::non_aggregate,channels.pjsip.subscriptions.mwi.solicited.replaces_unsolicited,non_aggregate,skip,0.00,See ASTERISK-28861
channels.pjsip.subscriptions.mwi.unsolicited::incoming,channels.pjsip.subscriptions.mwi.unsolicited,incoming,skip,0.00,Failed dependency
channels.pjsip.subscriptions.mwi.unsolicited::initial_notify,channels.pjsip.subscriptions.mwi.unsolicited,initial_notify,pass,3.98,
channels.pjsip.subscriptions.mwi.unsolicited::mailbox_count_changes,channels.pjsip.subscriptions.mwi.unsolicited,mailbox_count_changes,skip,0.00,Failed dependency
channels.pjsip.subscriptions.mwi.unsolicited::notify_after_register,channels.pjsip.subscriptions.mwi.unsolicited,notify_after_register,pass,5.04,
channels.pjsip.subscriptions.mwi.unsolicited::notify_after_register_realtime,channels.pjsip.subscriptions.mwi.unsolicited,notify_after_register_realtime,pass,5.22,
channels.pjsip.subscriptions.mwi::conflict,channels.pjsip.subscriptions.mwi,conflict,pass,4.08,
channels.pjsip.subscriptions.mwi::missing_aor,channels.pjsip.subscriptions.mwi,missing_aor,skip,0.00,Failed dependency
channels.pjsip.subscriptions.mwi::mwi_aggregate,channels.pjsip.subscriptions.mwi,mwi_aggregate,skip,0.00,Failed dependency
channels.pjsip.subscriptions.mwi::mwi_devstate,channels.pjsip.subscriptions.mwi,mwi_devstate,skip,0.00,Failed dependency
channels.pjsip.subscriptions.mwi::no_accept_header,channels.pjsip.subscriptions.mwi,no_accept_header,skip,0.00,Failed dependency
channels.pjsip.subscriptions.mwi::sub_setup_teardown,channels.pjsip.subscriptions.mwi,sub_setup_teardown,pass,5.02,
channels.pjsip.subscriptions.mwi::sub_setup_teardown_drop_options,channels.pjsip.subscriptions.mwi,sub_setup_teardown_drop_options,pass,5.04,
channels.pjsip.subscriptions.mwi::sub_term_and_removal,channels.pjsip.subscriptions.mwi,sub_term_and_removal,pass,18.21,
channels.pjsip.subscriptions.presence.verify_bodies::verify_pidf,channels.pjsip.subscriptions.presence.verify_bodies,verify_pidf,skip,0.00,Failed dependency
channels.pjsip.subscriptions.presence.verify_bodies::verify_xpidf,channels.pjsip.subscriptions.presence.verify_bodies,verify_xpidf,skip,0.00,Failed dependency
channels.pjsip.subscriptions.presence::devstate_repeat,channels.pjsip.subscriptions.presence,devstate_repeat,pass,7.08,
channels.pjsip.subscriptions.presence::dialog_info_xml,channels.pjsip.subscriptions.presence,dialog_info_xml,pass,3.98,
channels.pjsip.subscriptions.presence::digium_presence,channels.pjsip.subscriptions.presence,digium_presence,pass,4.00,
channels.pjsip.subscriptions.presence::no_accept_header,channels.pjsip.subscriptions.presence,no_accept_header,pass,4.05,
channels.pjsip.subscriptions.presence::presence_pidf,channels.pjsip.subscriptions.presence,presence_pidf,skip,0.00,Unstable - ASTERISK-30214
channels.pjsip.subscriptions.presence::presence_xpidf,channels.pjsip.subscriptions.presence,presence_xpidf,skip,0.00,Unstable - ASTERISK-30214
channels.pjsip.subscriptions.presence::presencestate_repeat,channels.pjsip.subscriptions.presence,presencestate_repeat,pass,7.06,
channels.pjsip.subscriptions.presence::presencestate_repeat_okay,channels.pjsip.subscriptions.presence,presencestate_repeat_okay,pass,3.99,
channels.pjsip.subscriptions.presence::resubscribe,channels.pjsip.subscriptions.presence,resubscribe,pass,4.00,
channels.pjsip.subscriptions.presence::unsubscribe,channels.pjsip.subscriptions.presence,unsubscribe,pass,7.21,
channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched::basic,channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched,basic,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched::multiple_resources_single_change,channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched,multiple_resources_single_change,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched::resubscription_interruption,channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched,resubscription_interruption,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched::single_resource_multiple_changes,channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched,single_resource_multiple_changes,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched::termination_interruption,channels.pjsip.subscriptions.rls.lists.nominal.mwi.batched,termination_interruption,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi::full_state,channels.pjsip.subscriptions.rls.lists.nominal.mwi,full_state,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi::initial_notify,channels.pjsip.subscriptions.rls.lists.nominal.mwi,initial_notify,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi::partial_state,channels.pjsip.subscriptions.rls.lists.nominal.mwi,partial_state,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi::resubscribe_full_state,channels.pjsip.subscriptions.rls.lists.nominal.mwi,resubscribe_full_state,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi::subscription_establishment,channels.pjsip.subscriptions.rls.lists.nominal.mwi,subscription_establishment,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.mwi::termination_full_state,channels.pjsip.subscriptions.rls.lists.nominal.mwi,termination_full_state,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.nominal.presence.batched::basic,channels.pjsip.subscriptions.rls.lists.nominal.presence.batched,basic,pass,13.96,
channels.pjsip.subscriptions.rls.lists.nominal.presence.batched::multiple_resources_single_change,channels.pjsip.subscriptions.rls.lists.nominal.presence.batched,multiple_resources_single_change,pass,13.98,
channels.pjsip.subscriptions.rls.lists.nominal.presence.batched::resubscription_interruption,channels.pjsip.subscriptions.rls.lists.nominal.presence.batched,resubscription_interruption,pass,8.18,
channels.pjsip.subscriptions.rls.lists.nominal.presence.batched::single_resource_multiple_changes,channels.pjsip.subscriptions.rls.lists.nominal.presence.batched,single_resource_multiple_changes,pass,13.87,
channels.pjsip.subscriptions.rls.lists.nominal.presence.batched::termination_interruption,channels.pjsip.subscriptions.rls.lists.nominal.presence.batched,termination_interruption,pass,8.16,
channels.pjsip.subscriptions.rls.lists.nominal.presence::full_state,channels.pjsip.subscriptions.rls.lists.nominal.presence,full_state,pass,4.01,
channels.pjsip.subscriptions.rls.lists.nominal.presence::initial_notify,channels.pjsip.subscriptions.rls.lists.nominal.presence,initial_notify,pass,4.05,
channels.pjsip.subscriptions.rls.lists.nominal.presence::partial_state,channels.pjsip.subscriptions.rls.lists.nominal.presence,partial_state,pass,4.01,
channels.pjsip.subscriptions.rls.lists.nominal.presence::resubscribe_full_state,channels.pjsip.subscriptions.rls.lists.nominal.presence,resubscribe_full_state,pass,4.05,
channels.pjsip.subscriptions.rls.lists.nominal.presence::subscription_establishment,channels.pjsip.subscriptions.rls.lists.nominal.presence,subscription_establishment,pass,4.07,
channels.pjsip.subscriptions.rls.lists.nominal.presence::termination_full_state,channels.pjsip.subscriptions.rls.lists.nominal.presence,termination_full_state,pass,5.08,
channels.pjsip.subscriptions.rls.lists.off_nominal.mwi::list_does_not_exist,channels.pjsip.subscriptions.rls.lists.off_nominal.mwi,list_does_not_exist,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.mwi::no_list_resources_exist,channels.pjsip.subscriptions.rls.lists.off_nominal.mwi,no_list_resources_exist,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.mwi::resource_duplication,channels.pjsip.subscriptions.rls.lists.off_nominal.mwi,resource_duplication,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.mwi::some_list_resources_exist,channels.pjsip.subscriptions.rls.lists.off_nominal.mwi,some_list_resources_exist,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.mwi::subscribe_wo_eventlist_support,channels.pjsip.subscriptions.rls.lists.off_nominal.mwi,subscribe_wo_eventlist_support,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.mwi::subscribe_wrong_event_header,channels.pjsip.subscriptions.rls.lists.off_nominal.mwi,subscribe_wrong_event_header,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.presence::list_does_not_exist,channels.pjsip.subscriptions.rls.lists.off_nominal.presence,list_does_not_exist,pass,4.06,
channels.pjsip.subscriptions.rls.lists.off_nominal.presence::no_list_resources_exist,channels.pjsip.subscriptions.rls.lists.off_nominal.presence,no_list_resources_exist,pass,4.02,
channels.pjsip.subscriptions.rls.lists.off_nominal.presence::resource_duplication,channels.pjsip.subscriptions.rls.lists.off_nominal.presence,resource_duplication,pass,4.01,
channels.pjsip.subscriptions.rls.lists.off_nominal.presence::some_list_resources_exist,channels.pjsip.subscriptions.rls.lists.off_nominal.presence,some_list_resources_exist,pass,4.03,
channels.pjsip.subscriptions.rls.lists.off_nominal.presence::subscribe_wo_eventlist_support,channels.pjsip.subscriptions.rls.lists.off_nominal.presence,subscribe_wo_eventlist_support,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists.off_nominal.presence::subscribe_wrong_event_header,channels.pjsip.subscriptions.rls.lists.off_nominal.presence,subscribe_wrong_event_header,pass,4.08,
channels.pjsip.subscriptions.rls.lists.off_nominal::large_notify,channels.pjsip.subscriptions.rls.lists.off_nominal,large_notify,pass,3.94,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::batched,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,batched,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::full_state_alice,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,full_state_alice,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::full_state_carol,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,full_state_carol,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::initial_notify,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,initial_notify,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::partial_state_alice,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,partial_state_alice,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::partial_state_carol,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,partial_state_carol,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::resubscribe_full_state,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,resubscribe_full_state,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::subscription_establishment,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,subscription_establishment,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi::termination_full_state,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.mwi,termination_full_state,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::batched,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,batched,pass,5.95,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::full_state_alice,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,full_state_alice,pass,4.03,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::full_state_carol,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,full_state_carol,pass,3.97,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::initial_notify,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,initial_notify,pass,4.02,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::listception_initial_notify,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,listception_initial_notify,skip,0.00,See ASTERISK-24181
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::partial_state_alice,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,partial_state_alice,pass,4.07,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::partial_state_carol,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,partial_state_carol,pass,4.03,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::resubscribe_full_state,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,resubscribe_full_state,pass,4.02,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::subscription_establishment,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,subscription_establishment,pass,3.95,
channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence::termination_full_state,channels.pjsip.subscriptions.rls.lists_of_lists.nominal.presence,termination_full_state,pass,5.15,
channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.mwi::resource_duplication,channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.mwi,resource_duplication,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.mwi::shared_name_w_list_support,channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.mwi,shared_name_w_list_support,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.mwi::shared_name_wo_list_support,channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.mwi,shared_name_wo_list_support,skip,0.00,Failed dependency
channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.presence::resource_duplication,channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.presence,resource_duplication,pass,4.12,
channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.presence::shared_name_w_list_support,channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.presence,shared_name_w_list_support,pass,4.07,
channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.presence::shared_name_wo_list_support,channels.pjsip.subscriptions.rls.lists_of_lists.off_nominal.presence,shared_name_wo_list_support,pass,4.00,
channels.pjsip.subscriptions::ast_restart,channels.pjsip.subscriptions,ast_restart,pass,14.28,
channels.pjsip.subscriptions::below_min_expiry,channels.pjsip.subscriptions,below_min_expiry,pass,3.97,
channels.pjsip.subscriptions::large_number_of_accept_headers,channels.pjsip.subscriptions,large_number_of_accept_headers,pass,3.96,
channels.pjsip.subscriptions::mismatch,channels.pjsip.subscriptions,mismatch,pass,4.04,
channels.pjsip.subscriptions::nat_notify,channels.pjsip.subscriptions,nat_notify,skip,0.00,Failed dependency
channels.pjsip.subscriptions::no_event_header,channels.pjsip.subscriptions,no_event_header,pass,3.96,
channels.pjsip.subscriptions::subscribe_context,channels.pjsip.subscriptions,subscribe_context,pass,3.97,
channels.pjsip.subscriptions::unallowed,channels.pjsip.subscriptions,unallowed,pass,4.02,
channels.pjsip.subscriptions::unknown_event_package,channels.pjsip.subscriptions,unknown_event_package,pass,4.05,
channels.pjsip.tel_uri::basic_call,channels.pjsip.tel_uri,basic_call,pass,3.98,
channels.pjsip.transfers.asterisk.endpoint::redirect,channels.pjsip.transfers.asterisk.endpoint,redirect,pass,4.04,
channels.pjsip.transfers.asterisk.endpoint::refer,channels.pjsip.transfers.asterisk.endpoint,refer,pass,4.03,
channels.pjsip.transfers.asterisk.uri::redirect,channels.pjsip.transfers.asterisk.uri,redirect,pass,4.01,
channels.pjsip.transfers.asterisk.uri::refer,channels.pjsip.transfers.asterisk.uri,refer,pass,4.05,
channels.pjsip.transfers.attended_transfer.nominal::callee_local,channels.pjsip.transfers.attended_transfer.nominal,callee_local,pass,10.24,
channels.pjsip.transfers.attended_transfer.nominal::callee_local_app,channels.pjsip.transfers.attended_transfer.nominal,callee_local_app,skip,0.00,Unstable - ASTERISK-30199
channels.pjsip.transfers.attended_transfer.nominal::callee_local_blonde,channels.pjsip.transfers.attended_transfer.nominal,callee_local_blonde,pass,14.14,
channels.pjsip.transfers.attended_transfer.nominal::callee_local_direct_media,channels.pjsip.transfers.attended_transfer.nominal,callee_local_direct_media,skip,0.00,Unstable - ASTERISK-30199
channels.pjsip.transfers.attended_transfer.nominal::callee_local_semi_attended_transfer_record_route,channels.pjsip.transfers.attended_transfer.nominal,callee_local_semi_attended_transfer_record_route,pass,10.47,
channels.pjsip.transfers.attended_transfer.nominal::callee_remote,channels.pjsip.transfers.attended_transfer.nominal,callee_remote,pass,7.67,
channels.pjsip.transfers.attended_transfer.nominal::caller_local,channels.pjsip.transfers.attended_transfer.nominal,caller_local,pass,10.19,
channels.pjsip.transfers.attended_transfer.nominal::caller_local_app,channels.pjsip.transfers.attended_transfer.nominal,caller_local_app,pass,5.13,
